"","treatment","theft","communication","subject","group","period","profit","totalprofit","e","type","group1_id","invest","sum_invest","sum_invest_sq","surplus_value","surplus_share","profit_private","profit1","coop_index","group2_id","sum_invest_g1","sum_invest_g1_sq","sum_invest_g2","surplus_loss","surplus_loss_per","assigned","points","points_assigned","profit2","points_received","points_received_loss","gender","age","gpa"
"44.14",2,1,1,211520,2115,15,79.375,1632.29375,50,1,2,10,30,900,157.5,39.375,40,79.375,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.4
"45",2,1,1,211621,2116,1,99.375,99.375,50,1,4,25,70,4900,297.5,74.375,25,99.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.1",2,1,1,211621,2116,2,102.34375,201.71875,50,1,4,25,75,5625,309.375,77.34375,25,102.34375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.2",2,1,1,211621,2116,3,93.59375,295.3125,50,1,4,20,55,3025,254.375,63.59375,30,93.59375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.3",2,1,1,211621,2116,4,105.1,400.4125,50,1,4,30,92,8464,340.4,85.1,20,105.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.4",2,1,1,211621,2116,5,103.19375,503.60625,50,1,4,30,87,7569,332.775,83.19375,20,103.19375,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.5",2,1,1,211621,2116,6,92.34375,595.95,50,1,4,35,75,5625,309.375,77.34375,15,92.34375,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.6",2,1,1,211621,2116,7,105,700.95,50,1,4,25,80,6400,320,80,25,105,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.7",2,1,1,211621,2116,8,101.19375,802.14375,50,1,4,25,73,5329,304.775,76.19375,25,101.19375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.8",2,1,1,211621,2116,9,92.5,894.64375,50,1,4,25,60,3600,270,67.5,25,92.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.9",2,1,1,211621,2116,10,117.5,1012.14375,50,1,4,0,60,3600,270,67.5,50,117.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.10",2,1,1,211621,2116,11,102.34375,1114.4875,50,1,4,25,75,5625,309.375,77.34375,25,102.34375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.11",2,1,1,211621,2116,12,105,1219.4875,50,1,4,25,80,6400,320,80,25,105,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.12",2,1,1,211621,2116,13,92.5,1311.9875,50,1,4,25,60,3600,270,67.5,25,92.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.13",2,1,1,211621,2116,14,93.975,1405.9625,50,1,4,25,62,3844,275.9,68.975,25,93.975,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"45.14",2,1,1,211621,2116,15,71.09375,1477.05625,50,1,4,0,15,225,84.375,21.09375,50,71.09375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.7
"46",2,1,1,211622,2116,1,104.375,104.375,50,1,1,20,70,4900,297.5,74.375,30,104.375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.1",2,1,1,211622,2116,2,107.34375,211.71875,50,1,1,20,75,5625,309.375,77.34375,30,107.34375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.2",2,1,1,211622,2116,3,88.59375,300.3125,50,1,1,25,55,3025,254.375,63.59375,25,88.59375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.3",2,1,1,211622,2116,4,110.1,410.4125,50,1,1,25,92,8464,340.4,85.1,25,110.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.4",2,1,1,211622,2116,5,108.19375,518.60625,50,1,1,25,87,7569,332.775,83.19375,25,108.19375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.5",2,1,1,211622,2116,6,107.34375,625.95,50,1,1,20,75,5625,309.375,77.34375,30,107.34375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.6",2,1,1,211622,2116,7,105,730.95,50,1,1,25,80,6400,320,80,25,105,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.7",2,1,1,211622,2116,8,101.19375,832.14375,50,1,1,25,73,5329,304.775,76.19375,25,101.19375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.8",2,1,1,211622,2116,9,97.5,929.64375,50,1,1,20,60,3600,270,67.5,30,97.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.9",2,1,1,211622,2116,10,102.5,1032.14375,50,1,1,15,60,3600,270,67.5,35,102.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.10",2,1,1,211622,2116,11,107.34375,1139.4875,50,1,1,20,75,5625,309.375,77.34375,30,107.34375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.11",2,1,1,211622,2116,12,110,1249.4875,50,1,1,20,80,6400,320,80,30,110,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.12",2,1,1,211622,2116,13,112.5,1361.9875,50,1,1,5,60,3600,270,67.5,45,112.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.13",2,1,1,211622,2116,14,108.975,1470.9625,50,1,1,10,62,3844,275.9,68.975,40,108.975,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"46.14",2,1,1,211622,2116,15,71.09375,1542.05625,50,1,1,0,15,225,84.375,21.09375,50,71.09375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",18,4
"47",2,1,1,211623,2116,1,114.375,114.375,50,1,3,10,70,4900,297.5,74.375,40,114.375,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.1",2,1,1,211623,2116,2,107.34375,221.71875,50,1,3,20,75,5625,309.375,77.34375,30,107.34375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.2",2,1,1,211623,2116,3,108.59375,330.3125,50,1,3,5,55,3025,254.375,63.59375,45,108.59375,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.3",2,1,1,211623,2116,4,120.1,450.4125,50,1,3,15,92,8464,340.4,85.1,35,120.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.4",2,1,1,211623,2116,5,113.19375,563.60625,50,1,3,20,87,7569,332.775,83.19375,30,113.19375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.5",2,1,1,211623,2116,6,107.34375,670.95,50,1,3,20,75,5625,309.375,77.34375,30,107.34375,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.6",2,1,1,211623,2116,7,115,785.95,50,1,3,15,80,6400,320,80,35,115,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.7",2,1,1,211623,2116,8,111.19375,897.14375,50,1,3,15,73,5329,304.775,76.19375,35,111.19375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.8",2,1,1,211623,2116,9,102.5,999.64375,50,1,3,15,60,3600,270,67.5,35,102.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.9",2,1,1,211623,2116,10,92.5,1092.14375,50,1,3,25,60,3600,270,67.5,25,92.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.10",2,1,1,211623,2116,11,112.34375,1204.4875,50,1,3,15,75,5625,309.375,77.34375,35,112.34375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.11",2,1,1,211623,2116,12,110,1314.4875,50,1,3,20,80,6400,320,80,30,110,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.12",2,1,1,211623,2116,13,97.5,1411.9875,50,1,3,20,60,3600,270,67.5,30,97.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.13",2,1,1,211623,2116,14,103.975,1515.9625,50,1,3,15,62,3844,275.9,68.975,35,103.975,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"47.14",2,1,1,211623,2116,15,56.09375,1572.05625,50,1,3,15,15,225,84.375,21.09375,35,56.09375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.6
"48",2,1,1,211624,2116,1,109.375,109.375,50,1,2,15,70,4900,297.5,74.375,35,109.375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.1",2,1,1,211624,2116,2,117.34375,226.71875,50,1,2,10,75,5625,309.375,77.34375,40,117.34375,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.2",2,1,1,211624,2116,3,108.59375,335.3125,50,1,2,5,55,3025,254.375,63.59375,45,108.59375,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.3",2,1,1,211624,2116,4,113.1,448.4125,50,1,2,22,92,8464,340.4,85.1,28,113.1,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.4",2,1,1,211624,2116,5,121.19375,569.60625,50,1,2,12,87,7569,332.775,83.19375,38,121.19375,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.5",2,1,1,211624,2116,6,127.34375,696.95,50,1,2,0,75,5625,309.375,77.34375,50,127.34375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.6",2,1,1,211624,2116,7,115,811.95,50,1,2,15,80,6400,320,80,35,115,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.7",2,1,1,211624,2116,8,118.19375,930.14375,50,1,2,8,73,5329,304.775,76.19375,42,118.19375,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.8",2,1,1,211624,2116,9,117.5,1047.64375,50,1,2,0,60,3600,270,67.5,50,117.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.9",2,1,1,211624,2116,10,97.5,1145.14375,50,1,2,20,60,3600,270,67.5,30,97.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.10",2,1,1,211624,2116,11,112.34375,1257.4875,50,1,2,15,75,5625,309.375,77.34375,35,112.34375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.11",2,1,1,211624,2116,12,115,1372.4875,50,1,2,15,80,6400,320,80,35,115,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.12",2,1,1,211624,2116,13,107.5,1479.9875,50,1,2,10,60,3600,270,67.5,40,107.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.13",2,1,1,211624,2116,14,106.975,1586.9625,50,1,2,12,62,3844,275.9,68.975,38,106.975,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"48.14",2,1,1,211624,2116,15,71.09375,1658.05625,50,1,2,0,15,225,84.375,21.09375,50,71.09375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.4
"49",1,2,1,121101,1211,1,88.59375,88.59375,50,2,0,50,NA,NA,354.375,88.59375,0,88.59375,0,1,105,11025,100,177.1875,0,0,0,0,88.59375,0,0,"1",22,3.2
"49.1",1,2,1,121101,1211,2,29.9,118.49375,50,2,0,50,NA,NA,359.6,89.9,0,89.9,0,1,124,15376,90,161.82,0,0,0,0,29.9,20,60,"1",22,3.2
"49.2",1,2,1,121101,1211,3,70,188.49375,50,2,0,25,NA,NA,360,45,25,70,0.5,1,120,14400,75,135,0,0,0,0,70,0,0,"1",22,3.2
"49.3",1,2,1,121101,1211,4,54.84375,243.3375,50,2,0,50,NA,NA,219.375,54.84375,0,54.84375,0,1,195,38025,100,109.6875,0,0,0,0,54.84375,0,0,"1",22,3.2
"49.4",1,2,1,121101,1211,5,28.94375,272.28125,50,2,0,50,NA,NA,355.775,88.94375,0,88.94375,0,1,133,17689,100,177.8875,0,0,0,0,28.94375,20,60,"1",22,3.2
"49.5",1,2,1,121101,1211,6,51.5,323.78125,50,2,0,40,NA,NA,357.5,71.5,10,81.5,0.2,1,130,16900,90,160.875,0,0,0,0,51.5,10,30,"1",22,3.2
"49.6",1,2,1,121101,1211,7,0,323.78125,50,2,0,50,NA,NA,354.375,88.59375,0,88.59375,0,1,135,18225,100,177.1875,0,0,0,0,-31.40625,40,120,"1",22,3.2
"49.7",1,2,1,121101,1211,8,43.15625,366.9375,50,2,0,30,NA,NA,354.375,53.15625,20,73.15625,0.4,1,135,18225,80,141.75,0,0,0,0,43.15625,10,30,"1",22,3.2
"49.8",1,2,1,121101,1211,9,25.049375,391.986875,50,2,0,45,NA,NA,355.775,80.049375,5,85.049375,0.1,1,133,17689,80,142.31,0,0,0,0,25.049375,20,60,"1",22,3.2
"49.9",1,2,1,121101,1211,10,21.9,413.886875,50,2,0,50,NA,NA,327.6,81.9,0,81.9,0,1,156,24336,85,139.23,0,0,0,0,21.9,20,60,"1",22,3.2
"49.10",1,2,1,121101,1211,11,50,463.886875,50,2,0,0,NA,NA,251.1,0,50,50,1,1,54,2916,15,18.8325,0,0,0,0,50,0,0,"1",22,3.2
"49.11",1,2,1,121101,1211,12,15.6,479.486875,50,2,0,50,NA,NA,302.4,75.6,0,75.6,0,1,72,5184,60,90.72,0,0,0,0,15.6,20,60,"1",22,3.2
"49.12",1,2,1,121101,1211,13,50,529.486875,50,2,0,0,NA,NA,357.975,0,50,50,1,1,111,12321,50,89.49375,0,0,0,0,50,0,0,"1",22,3.2
"49.13",1,2,1,121101,1211,14,50,579.486875,50,2,0,0,NA,NA,337.5,0,50,50,1,1,150,22500,50,84.375,0,0,0,0,50,0,0,"1",22,3.2
"49.14",1,2,1,121101,1211,15,50,629.486875,50,2,0,0,NA,NA,309.375,0,50,50,1,1,165,27225,40,61.875,0,0,0,0,50,0,0,"1",22,3.2
"50",1,2,1,121401,1214,1,95.46484375,95.46484375,50,1,4,30,NA,NA,344.375,76.46484375,20,96.46484375,0.4,0,95,9025,75,129.140625,32.28515625,1,0,1,95.46484375,0,0,"2",22,3.9
"50.1",1,2,1,121401,1214,2,74.93421875,170.3990625,50,1,4,45,NA,NA,348.975,69.93421875,5,74.93421875,0.1,0,141,19881,95,165.763125,41.44078125,0,0,0,74.93421875,0,0,"2",22,3.9
"50.2",1,2,1,121401,1214,3,81.93359375,252.33265625,50,1,4,35,NA,NA,359.375,66.93359375,15,81.93359375,0.3,0,125,15625,75,134.765625,33.69140625,0,0,0,81.93359375,0,0,"2",22,3.9
"50.3",1,2,1,121401,1214,4,55.765625,308.09828125,50,1,4,25,NA,NA,357.5,30.765625,25,55.765625,0.5,0,130,16900,85,151.9375,37.984375,0,0,0,55.765625,0,0,"2",22,3.9
"50.4",1,2,1,121401,1214,5,60.528125,368.62640625,50,1,4,25,NA,NA,352.775,41.528125,25,66.528125,0.5,0,103,10609,100,176.3875,44.096875,6,0,6,60.528125,0,0,"2",22,3.9
"50.5",1,2,1,121401,1214,6,53.02046875,421.646875,50,1,4,25,NA,NA,358.775,28.02046875,25,53.02046875,0.5,0,127,16129,95,170.418125,42.60453125,0,0,0,53.02046875,0,0,"2",22,3.9
"50.6",1,2,1,121401,1214,7,69.85875,491.505625,50,1,4,50,NA,NA,315.9,69.85875,0,69.85875,0,0,162,26244,70,110.565,27.64125,0,0,0,69.85875,0,0,"2",22,3.9
"50.7",1,2,1,121401,1214,8,76.28,567.785625,50,1,4,37,NA,NA,358.4,63.28,13,76.28,0.26,0,128,16384,90,161.28,40.32,0,0,0,76.28,0,0,"2",22,3.9
"50.8",1,2,1,121401,1214,9,39.53125,607.316875,50,1,4,10,NA,NA,337.5,-0.468750000000007,40,39.53125,0.8,0,90,8100,90,151.875,37.96875,0,0,0,39.53125,0,0,"2",22,3.9
