"","treatment","theft","communication","subject","group","period","profit","totalprofit","e","type","group1_id","invest","sum_invest","sum_invest_sq","surplus_value","surplus_share","profit_private","profit1","coop_index","group2_id","sum_invest_g1","sum_invest_g1_sq","sum_invest_g2","surplus_loss","surplus_loss_per","assigned","points","points_assigned","profit2","points_received","points_received_loss","gender","age","gpa"
"63.7",1,2,1,121208,1212,8,81.30859375,757.49453125,50,1,2,40,NA,NA,359.375,81.30859375,10,91.30859375,0.2,0,125,15625,75,134.765625,33.69140625,10,0,10,81.30859375,0,0,"2",18,4
"63.8",1,2,1,121208,1212,9,44.0625,801.55703125,50,1,2,45,NA,NA,337.5,59.0625,5,64.0625,0.1,0,150,22500,100,168.75,42.1875,20,0,20,44.0625,0,0,"2",18,4
"63.9",1,2,1,121208,1212,10,112.6,914.15703125,50,1,2,50,NA,NA,360,117.6,0,117.6,0,0,120,14400,72,129.6,32.4,5,0,5,112.6,0,0,"2",18,4
"63.10",1,2,1,121208,1212,11,94.7992187499999,1008.95625,50,1,2,50,NA,NA,354.375,99.7992187499999,0,99.7992187499999,0,0,135,18225,71,125.803125,31.45078125,5,0,5,94.7992187499999,0,0,"2",18,4
"63.11",1,2,1,121208,1212,12,78.0273437499999,1086.98359375,50,1,2,50,NA,NA,354.375,98.0273437499999,0,98.0273437499999,0,0,135,18225,75,132.890625,33.22265625,20,0,20,78.0273437499999,0,0,"2",18,4
"63.12",1,2,1,121208,1212,13,40.828125,1127.81171875,50,1,2,50,NA,NA,237.5,40.828125,0,40.828125,0,0,190,36100,73,86.6874999999999,21.671875,0,0,0,40.828125,0,0,"2",18,4
"63.13",1,2,1,121208,1212,14,86.46484375,1214.2765625,50,1,2,50,NA,NA,344.375,86.46484375,0,86.46484375,0,0,145,21025,75,129.140625,32.28515625,0,0,0,86.46484375,0,0,"2",18,4
"63.14",1,2,1,121208,1212,15,75.37109375,1289.64765625,50,1,2,50,NA,NA,329.375,75.37109375,0,75.37109375,0,0,155,24025,75,123.515625,30.87890625,0,0,0,75.37109375,0,0,"2",18,4
"64",1,2,1,121508,1215,1,89.7525,89.7525,50,1,1,25,NA,NA,359.9,64.7525,25,89.7525,0.5,0,122,14884,20,35.99,8.9975,0,0,0,89.7525,0,0,"1",19,3.7
"64.1",1,2,1,121508,1215,2,97.201125,186.953625,50,1,1,25,NA,NA,359.9,72.201125,25,97.201125,0.5,0,118,13924,9,16.1955,4.048875,0,0,0,97.201125,0,0,"1",19,3.7
"64.2",1,2,1,121508,1215,3,74.27959375,261.23321875,50,1,1,25,NA,NA,350.975,51.27959375,25,76.27959375,0.5,0,139,19321,27,47.381625,11.84540625,2,0,2,74.27959375,0,0,"1",19,3.7
"64.3",1,2,1,121508,1215,4,80.0703125,341.30353125,50,1,1,25,NA,NA,344.375,55.0703125,25,80.0703125,0.5,0,145,21025,10,17.21875,4.3046875,0,0,0,80.0703125,0,0,"1",19,3.7
"64.4",1,2,1,121508,1215,5,105.06725,446.37078125,50,1,1,35,NA,NA,355.775,90.06725,15,105.06725,0.3,0,133,17689,8,14.231,3.55775,0,0,0,105.06725,0,0,"1",19,3.7
"64.5",1,2,1,121508,1215,6,80.272,526.64278125,50,1,1,35,NA,NA,323.9,65.272,15,80.272,0.3,0,158,24964,16,25.912,6.478,0,0,0,80.272,0,0,"1",19,3.7
"64.6",1,2,1,121508,1215,7,90.13671875,616.7795,50,1,1,25,NA,NA,359.375,65.13671875,25,90.13671875,0.5,0,125,15625,15,26.953125,6.73828125,0,0,0,90.13671875,0,0,"1",19,3.7
"64.7",1,2,1,121508,1215,8,111.3203125,728.0998125,50,1,1,25,NA,NA,344.375,86.3203125,25,111.3203125,0.5,0,95,9025,10,17.21875,4.3046875,0,0,0,111.3203125,0,0,"1",19,3.7
"64.8",1,2,1,121508,1215,9,74.78828125,802.88809375,50,1,1,25,NA,NA,346.775,49.78828125,25,74.78828125,0.5,0,143,20449,25,43.346875,10.83671875,0,0,0,74.78828125,0,0,"1",19,3.7
"64.9",1,2,1,121508,1215,10,79,881.88809375,50,1,1,30,NA,NA,350,61,20,81,0.4,0,140,19600,32,56,14,2,0,2,79,0,0,"1",19,3.7
"64.10",1,2,1,121508,1215,11,72.8125,954.70059375,50,1,1,25,NA,NA,337.5,47.8125,25,72.8125,0.5,0,150,22500,20,33.75,8.4375,0,0,0,72.8125,0,0,"1",19,3.7
"64.11",1,2,1,121508,1215,12,72.04375,1026.74434375,50,1,1,25,NA,NA,344.375,49.04375,25,74.04375,0.5,0,145,21025,24,41.325,10.33125,2,0,2,72.04375,0,0,"1",19,3.7
"64.12",1,2,1,121508,1215,13,108.5600625,1135.30440625,50,1,1,50,NA,NA,341.775,108.5600625,0,108.5600625,0,0,147,21609,18,30.75975,7.6899375,0,0,0,108.5600625,0,0,"1",19,3.7
"64.13",1,2,1,121508,1215,14,85.36953125,1220.6739375,50,1,1,50,NA,NA,329.375,89.36953125,0,89.36953125,0,0,155,24025,41,67.521875,16.88046875,4,0,4,85.36953125,0,0,"1",19,3.7
"64.14",1,2,1,121508,1215,15,117.1015625,1337.7755,50,1,1,45,NA,NA,359.375,114.1015625,5,119.1015625,0.1,0,125,15625,34,61.09375,15.2734375,2,0,2,117.1015625,0,0,"1",19,3.7
"65",1,2,1,121209,1212,1,160.290625,160.290625,50,1,4,40,NA,NA,297.5,150.290625,10,160.290625,0.2,0,70,4900,53,78.8375,19.709375,0,0,0,160.290625,0,0,"2",20,3.9
"65.1",1,2,1,121209,1212,2,29.453125,189.74375,50,1,4,10,NA,NA,354.375,-10.546875,40,29.453125,0.8,0,105,11025,100,177.1875,44.296875,0,0,0,29.453125,0,0,"2",20,3.9
"65.2",1,2,1,121209,1212,3,63.9015625,253.6453125,50,1,4,50,NA,NA,329.375,65.9015625,0,65.9015625,0,0,155,24025,98,161.39375,40.3484375,2,0,2,63.9015625,0,0,"2",20,3.9
"65.3",1,2,1,121209,1212,4,21.734375,275.3796875,50,1,4,0,NA,NA,337.5,-28.265625,50,21.734375,1,0,90,8100,67,113.0625,28.265625,0,0,0,21.734375,0,0,"2",20,3.9
"65.4",1,2,1,121209,1212,5,80.58984375,355.96953125,50,1,4,40,NA,NA,329.375,70.58984375,10,80.58984375,0.2,0,155,24025,35,57.640625,14.41015625,0,0,0,80.58984375,0,0,"2",20,3.9
"65.5",1,2,1,121209,1212,6,74.37109375,430.340625,50,1,4,50,NA,NA,329.375,75.37109375,0,75.37109375,0,0,155,24025,75,123.515625,30.87890625,1,0,1,74.37109375,0,0,"2",20,3.9
"65.6",1,2,1,121209,1212,7,88.4703125,518.8109375,50,1,4,30,NA,NA,354.375,68.4703125,20,88.4703125,0.4,0,105,11025,74,131.11875,32.7796875,0,0,0,88.4703125,0,0,"2",20,3.9
"65.7",1,2,1,121209,1212,8,70.55859375,589.36953125,50,1,4,30,NA,NA,359.375,52.55859375,20,72.55859375,0.4,0,125,15625,75,134.765625,33.69140625,2,0,2,70.55859375,0,0,"2",20,3.9
"65.8",1,2,1,121209,1212,9,57.8125,647.18203125,50,1,4,40,NA,NA,337.5,47.8125,10,57.8125,0.2,0,150,22500,100,168.75,42.1875,0,0,0,57.8125,0,0,"2",20,3.9
"65.9",1,2,1,121209,1212,10,77.6,724.78203125,50,1,4,30,NA,NA,360,57.6,20,77.6,0.4,0,120,14400,72,129.6,32.4,0,0,0,77.6,0,0,"2",20,3.9
"65.10",1,2,1,121209,1212,11,66.29921875,791.08125,50,1,4,30,NA,NA,354.375,47.29921875,20,67.29921875,0.4,0,135,18225,71,125.803125,31.45078125,1,0,1,66.29921875,0,0,"2",20,3.9
"65.11",1,2,1,121209,1212,12,65.52734375,856.60859375,50,1,4,30,NA,NA,354.375,45.52734375,20,65.52734375,0.4,0,135,18225,75,132.890625,33.22265625,0,0,0,65.52734375,0,0,"2",20,3.9
"65.12",1,2,1,121209,1212,13,40.828125,897.43671875,50,1,4,50,NA,NA,237.5,40.828125,0,40.828125,0,0,190,36100,73,86.6874999999999,21.671875,0,0,0,40.828125,0,0,"2",20,3.9
"65.13",1,2,1,121209,1212,14,57.96484375,955.4015625,50,1,4,30,NA,NA,344.375,38.96484375,20,58.96484375,0.4,0,145,21025,75,129.140625,32.28515625,1,0,1,57.96484375,0,0,"2",20,3.9
"65.14",1,2,1,121209,1212,15,60.12109375,1015.52265625,50,1,4,40,NA,NA,329.375,54.12109375,10,64.12109375,0.2,0,155,24025,75,123.515625,30.87890625,4,0,4,60.12109375,0,0,"2",20,3.9
"66",1,2,1,121509,1215,1,73.0025,73.0025,50,1,2,20,NA,NA,359.9,50.0025,30,80.0025,0.6,0,122,14884,20,35.99,8.9975,7,0,7,73.0025,0,0,"2",20,3.5
"66.1",1,2,1,121509,1215,2,104.451125,177.453625,50,1,2,30,NA,NA,359.9,87.451125,20,107.451125,0.4,0,118,13924,9,16.1955,4.048875,3,0,3,104.451125,0,0,"2",20,3.5
"66.2",1,2,1,121509,1215,3,99.15459375,276.60821875,50,1,2,40,NA,NA,350.975,89.15459375,10,99.15459375,0.2,0,139,19321,27,47.381625,11.84540625,0,0,0,99.15459375,0,0,"2",20,3.5
"66.3",1,2,1,121509,1215,4,100.6953125,377.30353125,50,1,2,40,NA,NA,344.375,90.6953125,10,100.6953125,0.2,0,145,21025,10,17.21875,4.3046875,0,0,0,100.6953125,0,0,"2",20,3.5
"66.4",1,2,1,121509,1215,5,105.06725,482.37078125,50,1,2,35,NA,NA,355.775,90.06725,15,105.06725,0.3,0,133,17689,8,14.231,3.55775,0,0,0,105.06725,0,0,"2",20,3.5
"66.5",1,2,1,121509,1215,6,85.522,567.89278125,50,1,2,40,NA,NA,323.9,75.522,10,85.522,0.2,0,158,24964,16,25.912,6.478,0,0,0,85.522,0,0,"2",20,3.5
"66.6",1,2,1,121509,1215,7,99.51171875,667.4045,50,1,2,30,NA,NA,359.375,79.51171875,20,99.51171875,0.4,0,125,15625,15,26.953125,6.73828125,0,0,0,99.51171875,0,0,"2",20,3.5
"66.7",1,2,1,121509,1215,8,71.9453125,739.3498125,50,1,2,10,NA,NA,344.375,31.9453125,40,71.9453125,0.8,0,95,9025,10,17.21875,4.3046875,0,0,0,71.9453125,0,0,"2",20,3.5
"66.8",1,2,1,121509,1215,9,81.91328125,821.26309375,50,1,2,30,NA,NA,346.775,61.91328125,20,81.91328125,0.4,0,143,20449,25,43.346875,10.83671875,0,0,0,81.91328125,0,0,"2",20,3.5
"66.9",1,2,1,121509,1215,10,85.5,906.76309375,50,1,2,35,NA,NA,350,73.5,15,88.5,0.3,0,140,19600,32,56,14,3,0,3,85.5,0,0,"2",20,3.5
"66.10",1,2,1,121509,1215,11,102.0625,1008.82559375,50,1,2,50,NA,NA,337.5,104.0625,0,104.0625,0,0,150,22500,20,33.75,8.4375,2,0,2,102.0625,0,0,"2",20,3.5
"66.11",1,2,1,121509,1215,12,92.66875,1101.49434375,50,1,2,40,NA,NA,344.375,84.66875,10,94.66875,0.2,0,145,21025,24,41.325,10.33125,2,0,2,92.66875,0,0,"2",20,3.5
"66.12",1,2,1,121509,1215,13,92.3100625,1193.80440625,50,1,2,40,NA,NA,341.775,85.3100625,10,95.3100625,0.2,0,147,21609,18,30.75975,7.6899375,3,0,3,92.3100625,0,0,"2",20,3.5
"66.13",1,2,1,121509,1215,14,66.86953125,1260.6739375,50,1,2,30,NA,NA,329.375,46.86953125,20,66.86953125,0.4,0,155,24025,41,67.521875,16.88046875,0,0,0,66.86953125,0,0,"2",20,3.5
"66.14",1,2,1,121509,1215,15,109.7265625,1370.4005,50,1,2,40,NA,NA,359.375,99.7265625,10,109.7265625,0.2,0,125,15625,34,61.09375,15.2734375,0,0,0,109.7265625,0,0,"2",20,3.5
"67",1,2,1,121210,1212,1,20.290625,20.290625,50,1,3,0,NA,NA,297.5,-19.709375,50,30.290625,1,0,70,4900,53,78.8375,19.709375,10,0,10,20.290625,0,0,"1",22,3
"67.1",1,2,1,121210,1212,2,65.078125,85.36875,50,1,3,25,NA,NA,354.375,40.078125,25,65.078125,0.5,0,105,11025,100,177.1875,44.296875,0,0,0,65.078125,0,0,"1",22,3
"67.2",1,2,1,121210,1212,3,34.6515625,120.0203125,50,1,3,40,NA,NA,329.375,44.6515625,10,54.6515625,0.2,0,155,24025,98,161.39375,40.3484375,20,0,20,34.6515625,0,0,"1",22,3
"67.3",1,2,1,121210,1212,4,21.734375,141.7546875,50,1,3,0,NA,NA,337.5,-28.265625,50,21.734375,1,0,90,8100,67,113.0625,28.265625,0,0,0,21.734375,0,0,"1",22,3
"67.4",1,2,1,121210,1212,5,63.71484375,205.46953125,50,1,3,25,NA,NA,329.375,38.71484375,25,63.71484375,0.5,0,155,24025,35,57.640625,14.41015625,0,0,0,63.71484375,0,0,"1",22,3
"67.5",1,2,1,121210,1212,6,35.99609375,241.465625,50,1,3,15,NA,NA,329.375,0.996093749999996,35,35.99609375,0.7,0,155,24025,75,123.515625,30.87890625,0,0,0,35.99609375,0,0,"1",22,3
"67.6",1,2,1,121210,1212,7,17.2203125,258.6859375,50,1,3,0,NA,NA,354.375,-32.7796875,50,17.2203125,1,0,105,11025,74,131.11875,32.7796875,0,0,0,17.2203125,0,0,"1",22,3
"67.7",1,2,1,121210,1212,8,44.43359375,303.11953125,50,1,3,15,NA,NA,359.375,9.43359374999999,35,44.43359375,0.7,0,125,15625,75,134.765625,33.69140625,0,0,0,44.43359375,0,0,"1",22,3
"67.8",1,2,1,121210,1212,9,39.0625,342.18203125,50,1,3,25,NA,NA,337.5,14.0625,25,39.0625,0.5,0,150,22500,100,168.75,42.1875,0,0,0,39.0625,0,0,"1",22,3
"67.9",1,2,1,121210,1212,10,17.6,359.78203125,50,1,3,0,NA,NA,360,-32.4,50,17.6,1,0,120,14400,72,129.6,32.4,0,0,0,17.6,0,0,"1",22,3
"67.10",1,2,1,121210,1212,11,42.92421875,402.70625,50,1,3,15,NA,NA,354.375,7.92421874999999,35,42.92421875,0.7,0,135,18225,71,125.803125,31.45078125,0,0,0,42.92421875,0,0,"1",22,3
"67.11",1,2,1,121210,1212,12,41.15234375,443.85859375,50,1,3,15,NA,NA,354.375,6.15234374999999,35,41.15234375,0.7,0,135,18225,75,132.890625,33.22265625,0,0,0,41.15234375,0,0,"1",22,3
"67.12",1,2,1,121210,1212,13,40.828125,484.68671875,50,1,3,50,NA,NA,237.5,40.828125,0,40.828125,0,0,190,36100,73,86.6874999999999,21.671875,0,0,0,40.828125,0,0,"1",22,3
"67.13",1,2,1,121210,1212,14,52.08984375,536.7765625,50,1,3,25,NA,NA,344.375,27.08984375,25,52.08984375,0.5,0,145,21025,75,129.140625,32.28515625,0,0,0,52.08984375,0,0,"1",22,3
"67.14",1,2,1,121210,1212,15,47.24609375,584.02265625,50,1,3,25,NA,NA,329.375,22.24609375,25,47.24609375,0.5,0,155,24025,75,123.515625,30.87890625,0,0,0,47.24609375,0,0,"1",22,3
"68",1,2,1,121510,1215,1,138.5025,138.5025,50,1,4,50,NA,NA,359.9,138.5025,0,138.5025,0,0,122,14884,20,35.99,8.9975,0,0,0,138.5025,0,0,"2",21,3.2
"68.1",1,2,1,121510,1215,2,127.951125,266.453625,50,1,4,40,NA,NA,359.9,117.951125,10,127.951125,0.2,0,118,13924,9,16.1955,4.048875,0,0,0,127.951125,0,0,"2",21,3.2
"68.2",1,2,1,121510,1215,3,104.40459375,370.85821875,50,1,4,50,NA,NA,350.975,114.40459375,0,114.40459375,0,0,139,19321,27,47.381625,11.84540625,10,0,10,104.40459375,0,0,"2",21,3.2
"68.3",1,2,1,121510,1215,4,107.5703125,478.42853125,50,1,4,45,NA,NA,344.375,102.5703125,5,107.5703125,0.1,0,145,21025,10,17.21875,4.3046875,0,0,0,107.5703125,0,0,"2",21,3.2
"68.4",1,2,1,121510,1215,5,96.69225,575.12078125,50,1,4,30,NA,NA,355.775,76.69225,20,96.69225,0.4,0,133,17689,8,14.231,3.55775,0,0,0,96.69225,0,0,"2",21,3.2
"68.5",1,2,1,121510,1215,6,93.922,669.04278125,50,1,4,48,NA,NA,323.9,91.922,2,93.922,0.04,0,158,24964,16,25.912,6.478,0,0,0,93.922,0,0,"2",21,3.2
"68.6",1,2,1,121510,1215,7,127.63671875,796.6795,50,1,4,45,NA,NA,359.375,122.63671875,5,127.63671875,0.1,0,125,15625,15,26.953125,6.73828125,0,0,0,127.63671875,0,0,"2",21,3.2
"68.7",1,2,1,121510,1215,8,163.8203125,960.4998125,50,1,4,45,NA,NA,344.375,158.8203125,5,163.8203125,0.1,0,95,9025,10,17.21875,4.3046875,0,0,0,163.8203125,0,0,"2",21,3.2
"68.8",1,2,1,121510,1215,9,103.28828125,1063.78809375,50,1,4,45,NA,NA,346.775,98.28828125,5,103.28828125,0.1,0,143,20449,25,43.346875,10.83671875,0,0,0,103.28828125,0,0,"2",21,3.2
"68.9",1,2,1,121510,1215,10,91,1154.78809375,50,1,4,40,NA,NA,350,86,10,96,0.2,0,140,19600,32,56,14,5,0,5,91,0,0,"2",21,3.2
"68.10",1,2,1,121510,1215,11,97.8125,1252.60059375,50,1,4,45,NA,NA,337.5,92.8125,5,97.8125,0.1,0,150,22500,20,33.75,8.4375,0,0,0,97.8125,0,0,"2",21,3.2
"68.11",1,2,1,121510,1215,12,94.66875,1347.26934375,50,1,4,40,NA,NA,344.375,84.66875,10,94.66875,0.2,0,145,21025,24,41.325,10.33125,0,0,0,94.66875,0,0,"2",21,3.2
"68.12",1,2,1,121510,1215,13,95.3100625,1442.57940625,50,1,4,40,NA,NA,341.775,85.3100625,10,95.3100625,0.2,0,147,21609,18,30.75975,7.6899375,0,0,0,95.3100625,0,0,"2",21,3.2
"68.13",1,2,1,121510,1215,14,78.11953125,1520.6989375,50,1,4,40,NA,NA,329.375,68.11953125,10,78.11953125,0.2,0,155,24025,41,67.521875,16.88046875,0,0,0,78.11953125,0,0,"2",21,3.2
"68.14",1,2,1,121510,1215,15,53.4765625,1574.1755,50,1,4,10,NA,NA,359.375,13.4765625,40,53.4765625,0.8,0,125,15625,34,61.09375,15.2734375,0,0,0,53.4765625,0,0,"2",21,3.2
"69",1,2,1,121211,1212,1,48.65,48.65,50,2,0,28,NA,NA,297.5,41.65,22,63.65,0.44,1,70,4900,53,78.8375,0,0,0,0,48.65,5,15,"1",19,3
"69.1",1,2,1,121211,1212,2,88.59375,137.24375,50,2,0,50,NA,NA,354.375,88.59375,0,88.59375,0,1,105,11025,100,177.1875,0,0,0,0,88.59375,0,0,"1",19,3
"69.2",1,2,1,121211,1212,3,33.05,170.29375,50,2,0,48,NA,NA,329.375,79.05,2,81.05,0.04,1,155,24025,98,161.39375,0,0,0,0,33.05,16,48,"1",19,3
"69.3",1,2,1,121211,1212,4,78.875,249.16875,50,2,0,42,NA,NA,337.5,70.875,8,78.875,0.16,1,90,8100,67,113.0625,0,0,0,0,78.875,0,0,"1",19,3
"69.4",1,2,1,121211,1212,5,56.46875,305.6375,50,2,0,10,NA,NA,329.375,16.46875,40,56.46875,0.8,1,155,24025,35,57.640625,0,0,0,0,56.46875,0,0,"1",19,3
"69.5",1,2,1,121211,1212,6,64.34375,369.98125,50,2,0,50,NA,NA,329.375,82.34375,0,82.34375,0,1,155,24025,75,123.515625,0,0,0,0,64.34375,6,18,"1",19,3
"69.6",1,2,1,121211,1212,7,72.821875,442.803125,50,2,0,49,NA,NA,354.375,86.821875,1,87.821875,0.02,1,105,11025,74,131.11875,0,0,0,0,72.821875,5,15,"1",19,3
"69.7",1,2,1,121211,1212,8,53.84375,496.646875,50,2,0,50,NA,NA,359.375,89.84375,0,89.84375,0,1,125,15625,75,134.765625,0,0,0,0,53.84375,12,36,"1",19,3
"69.8",1,2,1,121211,1212,9,54.375,551.021875,50,2,0,50,NA,NA,337.5,84.375,0,84.375,0,1,150,22500,100,168.75,0,0,0,0,54.375,10,30,"1",19,3
"69.9",1,2,1,121211,1212,10,72.6,623.621875,50,2,0,47,NA,NA,360,84.6,3,87.6,0.0600000000000001,1,120,14400,72,129.6,0,0,0,0,72.6,5,15,"1",19,3
"69.10",1,2,1,121211,1212,11,67.50625,691.128125,50,2,0,46,NA,NA,354.375,81.50625,4,85.50625,0.08,1,135,18225,71,125.803125,0,0,0,0,67.50625,6,18,"1",19,3
"69.11",1,2,1,121211,1212,12,28.59375,719.721875,50,2,0,50,NA,NA,354.375,88.59375,0,88.59375,0,1,135,18225,75,132.890625,0,0,0,0,28.59375,20,60,"1",19,3
"69.12",1,2,1,121211,1212,13,59,778.721875,50,2,0,48,NA,NA,237.5,57,2,59,0.04,1,190,36100,73,86.6874999999999,0,0,0,0,59,0,0,"1",19,3
"69.13",1,2,1,121211,1212,14,83.09375,861.815625,50,2,0,50,NA,NA,344.375,86.09375,0,86.09375,0,1,145,21025,75,129.140625,0,0,0,0,83.09375,1,3,"1",19,3
"69.14",1,2,1,121211,1212,15,70.34375,932.159375,50,2,0,50,NA,NA,329.375,82.34375,0,82.34375,0,1,155,24025,75,123.515625,0,0,0,0,70.34375,4,12,"1",19,3
"70",1,2,1,121511,1215,1,93.6525,93.6525,50,1,3,27,NA,NA,359.9,70.6525,23,93.6525,0.46,0,122,14884,20,35.99,8.9975,0,0,0,93.6525,0,0,"2",18,3.6
"70.1",1,2,1,121511,1215,2,93.101125,186.753625,50,1,3,23,NA,NA,359.9,66.101125,27,93.101125,0.54,0,118,13924,9,16.1955,4.048875,0,0,0,93.101125,0,0,"2",18,3.6
"70.2",1,2,1,121511,1215,3,74.75459375,261.50821875,50,1,3,24,NA,NA,350.975,48.75459375,26,74.75459375,0.52,0,139,19321,27,47.381625,11.84540625,0,0,0,74.75459375,0,0,"2",18,3.6
"70.3",1,2,1,121511,1215,4,93.8203125,355.32853125,50,1,3,35,NA,NA,344.375,78.8203125,15,93.8203125,0.3,0,145,21025,10,17.21875,4.3046875,0,0,0,93.8203125,0,0,"2",18,3.6
"70.4",1,2,1,121511,1215,5,101.71725,457.04578125,50,1,3,33,NA,NA,355.775,84.71725,17,101.71725,0.34,0,133,17689,8,14.231,3.55775,0,0,0,101.71725,0,0,"2",18,3.6
"70.5",1,2,1,121511,1215,6,80.272,537.31778125,50,1,3,35,NA,NA,323.9,65.272,15,80.272,0.3,0,158,24964,16,25.912,6.478,0,0,0,80.272,0,0,"2",18,3.6
"70.6",1,2,1,121511,1215,7,90.13671875,627.4545,50,1,3,25,NA,NA,359.375,65.13671875,25,90.13671875,0.5,0,125,15625,15,26.953125,6.73828125,0,0,0,90.13671875,0,0,"2",18,3.6
"70.7",1,2,1,121511,1215,8,85.0703125,712.5248125,50,1,3,15,NA,NA,344.375,50.0703125,35,85.0703125,0.7,0,95,9025,10,17.21875,4.3046875,0,0,0,85.0703125,0,0,"2",18,3.6
"70.8",1,2,1,121511,1215,9,100.43828125,812.96309375,50,1,3,43,NA,NA,346.775,93.43828125,7,100.43828125,0.14,0,143,20449,25,43.346875,10.83671875,0,0,0,100.43828125,0,0,"2",18,3.6
"70.9",1,2,1,121511,1215,10,88.5,901.46309375,50,1,3,35,NA,NA,350,73.5,15,88.5,0.3,0,140,19600,32,56,14,0,0,0,88.5,0,0,"2",18,3.6
"70.10",1,2,1,121511,1215,11,79.0625,980.52559375,50,1,3,30,NA,NA,337.5,59.0625,20,79.0625,0.4,0,150,22500,20,33.75,8.4375,0,0,0,79.0625,0,0,"2",18,3.6
"70.11",1,2,1,121511,1215,12,94.66875,1075.19434375,50,1,3,40,NA,NA,344.375,84.66875,10,94.66875,0.2,0,145,21025,24,41.325,10.33125,0,0,0,94.66875,0,0,"2",18,3.6
"70.12",1,2,1,121511,1215,13,64.8350625,1140.02940625,50,1,3,17,NA,NA,341.775,31.8350625,33,64.8350625,0.66,0,147,21609,18,30.75975,7.6899375,0,0,0,64.8350625,0,0,"2",18,3.6
"70.13",1,2,1,121511,1215,14,72.49453125,1212.5239375,50,1,3,35,NA,NA,329.375,57.49453125,15,72.49453125,0.3,0,155,24025,41,67.521875,16.88046875,0,0,0,72.49453125,0,0,"2",18,3.6
"70.14",1,2,1,121511,1215,15,90.9765625,1303.5005,50,1,3,30,NA,NA,359.375,70.9765625,20,90.9765625,0.4,0,125,15625,34,61.09375,15.2734375,0,0,0,90.9765625,0,0,"2",18,3.6
"71",1,2,1,121212,1212,1,79.040625,79.040625,50,1,1,15,NA,NA,297.5,44.040625,35,79.040625,0.7,0,70,4900,53,78.8375,19.709375,0,0,0,79.040625,0,0,"2",21,3.4
"71.1",1,2,1,121212,1212,2,53.203125,132.24375,50,1,1,20,NA,NA,354.375,23.203125,30,53.203125,0.6,0,105,11025,100,177.1875,44.296875,0,0,0,53.203125,0,0,"2",21,3.4
"71.2",1,2,1,121212,1212,3,26.5265625,158.7703125,50,1,1,15,NA,NA,329.375,-8.47343750000001,35,26.5265625,0.7,0,155,24025,98,161.39375,40.3484375,0,0,0,26.5265625,0,0,"2",21,3.4
"71.3",1,2,1,121212,1212,4,131.734375,290.5046875,50,1,1,40,NA,NA,337.5,121.734375,10,131.734375,0.2,0,90,8100,67,113.0625,28.265625,0,0,0,131.734375,0,0,"2",21,3.4
"71.4",1,2,1,121212,1212,5,80.58984375,371.09453125,50,1,1,40,NA,NA,329.375,70.58984375,10,80.58984375,0.2,0,155,24025,35,57.640625,14.41015625,0,0,0,80.58984375,0,0,"2",21,3.4
"71.5",1,2,1,121212,1212,6,64.12109375,435.215625,50,1,1,40,NA,NA,329.375,54.12109375,10,64.12109375,0.2,0,155,24025,75,123.515625,30.87890625,0,0,0,64.12109375,0,0,"2",21,3.4
"71.6",1,2,1,121212,1212,7,112.2203125,547.4359375,50,1,1,40,NA,NA,354.375,102.2203125,10,112.2203125,0.2,0,105,11025,74,131.11875,32.7796875,0,0,0,112.2203125,0,0,"2",21,3.4
"71.7",1,2,1,121212,1212,8,91.30859375,638.74453125,50,1,1,40,NA,NA,359.375,81.30859375,10,91.30859375,0.2,0,125,15625,75,134.765625,33.69140625,0,0,0,91.30859375,0,0,"2",21,3.4
"71.8",1,2,1,121212,1212,9,57.8125,696.55703125,50,1,1,40,NA,NA,337.5,47.8125,10,57.8125,0.2,0,150,22500,100,168.75,42.1875,0,0,0,57.8125,0,0,"2",21,3.4
"71.9",1,2,1,121212,1212,10,97.6,794.15703125,50,1,1,40,NA,NA,360,87.6,10,97.6,0.2,0,120,14400,72,129.6,32.4,0,0,0,97.6,0,0,"2",21,3.4
"71.10",1,2,1,121212,1212,11,83.54921875,877.70625,50,1,1,40,NA,NA,354.375,73.54921875,10,83.54921875,0.2,0,135,18225,71,125.803125,31.45078125,0,0,0,83.54921875,0,0,"2",21,3.4
"71.11",1,2,1,121212,1212,12,81.77734375,959.48359375,50,1,1,40,NA,NA,354.375,71.77734375,10,81.77734375,0.2,0,135,18225,75,132.890625,33.22265625,0,0,0,81.77734375,0,0,"2",21,3.4
"71.12",1,2,1,121212,1212,13,38.328125,997.81171875,50,1,1,40,NA,NA,237.5,28.328125,10,38.328125,0.2,0,190,36100,73,86.6874999999999,21.671875,0,0,0,38.328125,0,0,"2",21,3.4
"71.13",1,2,1,121212,1212,14,72.71484375,1070.5265625,50,1,1,40,NA,NA,344.375,62.71484375,10,72.71484375,0.2,0,145,21025,75,129.140625,32.28515625,0,0,0,72.71484375,0,0,"2",21,3.4
"71.14",1,2,1,121212,1212,15,64.12109375,1134.64765625,50,1,1,40,NA,NA,329.375,54.12109375,10,64.12109375,0.2,0,155,24025,75,123.515625,30.87890625,0,0,0,64.12109375,0,0,"2",21,3.4
"72",1,2,1,121512,1215,1,47.99,47.99,50,2,0,20,NA,NA,359.9,35.99,30,65.99,0.6,1,122,14884,20,35.99,0,0,0,0,47.99,6,18,"2",21,3.7
